raw_text,aspectTerms
Many workloads,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The slides given have too many words, formulas, and diagrams, and I am overwhelmed by them.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Giving assignments every week and group projects almost every week is too excessive, there is too much workload and those assignments are not really helpful for studying the course in my opinion. The group report may be a bit too harsh on minimum pages when there are not enough requirements on what content should be in report.","[{'term': 'organization', 'polarity': 'negative'}]"
too many hw. Isn't it just an elective course?,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I think we can get into [topic] faster. It's just pitiful that we only get to learn modern [course] only on the last week.,"[{'term': 'content quality', 'polarity': 'negative'}]"
"He's a good teacher. I see my change, thank you kubb!","[{'term': 'organization', 'polarity': 'neutral'}]"
Final homework original deadline overlapped with other exams.,"[{'term': 'organization', 'polarity': 'negative'}]"
I wish the class is onsite.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I strongly suggest to tackle real-world practical examples, applying the theory learned in-classroom. That will make the acquired knowledge “more tangible”.Some topics are very subjective and, as the lemma of our university reminds us…, the true success does not lie in the leatning, but in its real-life application (imagination accompanied with in-class knowledge).The instructors ate great. Maybe it is just a shortage of time.Thank you Cordially, [student]","[{'term': 'instructor', 'polarity': 'positive'}]"
Final homework original deadline overlapped with other exams.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I believe that this subject has many benefits but the workload is too much for students compared to other classes. Even when it’s almost exam week, this class still requires us to submit work. So I think assignments should be cut less with longer time to do.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"after midterm with [Instructor] isn't really good, his teaching method is difficult to understands yet he blames students to use ""ears and eyes"" to look and listen. he's not easy to approach.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Ajarn releases the project 2 very late, but it should be releases at the beginning of November in syllabus. That is very little time to do the project.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I believe that this subject has many benefits but the workload is too much for students compared to other classes. Even when it’s almost exam week, this class still requires us to submit work. So I think assignments should be cut less with longer time to do.","[{'term': 'organization', 'polarity': 'negative'}]"
"A lot of homeworkThere should be an answer and check the homework as well.When the exam does not have sheets, it will be repeated.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Thank you for teaching this good.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like to have various assignments in [System] or [Sytem].,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"[instructor] is impolite sometimes, teaches not well, very little people show up in the class because they have no clue what they're studying and they do not find learning with  [instructor] enjoying or easily understandable. [instructor]'s method is much better than [instructor],  [instructor] has full class of student whereas no body wants to come to  [instructor]'s class.  [instructor] health is not good and interrupt the lesson,  [instructor] teaching method is not fun.","[{'term': 'motivation', 'polarity': 'negative'}]"
"During my contact with [instructor], I could realize that [instructor] is a very efficient academic. [instructor] knowledge and experience is certainly extensive","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Teacher didn’t write about topic while  teaching, so we often don’t know what chapter we learn, and using whiteboard in teaching made it harder to lecture because teacher was random location to write and disorderly. His communication was also incomprehensible.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Cant understand what teacher taught,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like to have more HW work than the exam,"[{'term': 'organization', 'polarity': 'negative'}]"
"Deadline for assignment is too short. 72 hours is a short time compared to other subject which give you at least 1 week to finish the assignment. Also, I thought I'd learn [topic] and not [topic]....","[{'term': 'content quality', 'polarity': 'neutral'}]"
Instructor often ignor student's question and things being asking regarding the class never been replyed.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I like you teaching such as assignments, give us an example.","[{'term': 'instructor', 'polarity': 'positive'}]"
I like the real-time feedback that [instructor] gave during class.,"[{'term': 'organization', 'polarity': 'positive'}]"
I want to thank you for every time Ajarn gives me advice. you are the best!,"[{'term': 'organization', 'polarity': 'neutral'}]"
Would like the teacher to teach more interesting,"[{'term': 'instructor', 'polarity': 'negative'}]"
"If possible, would like to be specified in the assignment in My Course, quite a lot of homework at a limited time.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I enjoyed this class. [instructor] make me feel this subject is easier than I thought. Thank you for teaching.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Deadline in sending work is quite fast in some events.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
